condition,drug,indication,type,reviews,effectiveness,ease_of_use,satisfaction,effectiveness_cat,ease_of_use_cat,satisfaction_cat,performance,weighted_performance,disease_class,review_category
Hypertension,Losartan-Hydrochlorothiazide,On Label,RX,186,3.71,4.19,3.13,medium,high,Medium,3.676666666666667,3.69,Cardiovascular,high
Hypertension,Propranolol,On Label,RX,183,3.71,4.32,3.3,medium,high,Medium,3.7766666666666673,3.75,Cardiovascular,high
Hypertension,Aliskiren,On Label,RX,178,3.09,4.03,2.63,medium,high,Low,3.25,3.186,Cardiovascular,high
Hypertension,Enalapril Maleate,On Label,RX,178,3.56,4.23,3.06,medium,high,Medium,3.616666666666667,3.5940000000000003,Cardiovascular,high
Hypertension,Losartan-Hydrochlorothiazide,On Label,RX,177,3.43,4.04,2.83,medium,high,Low,3.4333333333333336,3.4319999999999995,Cardiovascular,high
Hypertension,Telmisartan,On Label,RX,176,3.69,3.89,3.17,medium,medium,Medium,3.5833333333333335,3.626,Cardiovascular,high
Hypertension,Diltiazem Hcl,On Label,RX,166,3.05,3.85,2.53,medium,medium,Low,3.143333333333333,3.106,Cardiovascular,high
Hypertension,Metoprolol Tartrate,On Label,RX,157,3.43,4.03,2.94,medium,high,Low,3.466666666666667,3.452,Cardiovascular,high
Hypertension,Ramipril,On Label,RX,156,3.92,4.43,3.5,medium,high,Medium,3.9499999999999997,3.938,Cardiovascular,high
Hypertension,Triamterene-Hydrochlorothiazid,On Label,RX,155,3.88,4.24,3.45,medium,high,Medium,3.856666666666667,3.866,Cardiovascular,high
Hypertension,Telmisartan-Hydrochlorothiazid,On Label,RX,154,3.94,3.97,3.4,medium,medium,Medium,3.77,3.838,Cardiovascular,high
Hypertension,Irbesartan-Hydrochlorothiazide,On Label,RX,150,3.95,4.42,3.59,medium,high,High,3.986666666666667,3.972,Cardiovascular,high
Hypertension,Labetalol,On Label,RX,147,3.05,3.72,2.59,medium,medium,Low,3.1199999999999997,3.0919999999999996,Cardiovascular,high
Hypertension,Terazosin,On Label,RX,139,3.43,4.14,3.03,medium,high,Medium,3.533333333333333,3.4919999999999995,Cardiovascular,high
Hypertension,Amlodipine-Benazepril,On Label,RX,139,3.68,4.06,3.08,medium,high,Medium,3.606666666666667,3.636,Cardiovascular,high
Hypertension,Hydralazine,On Label,RX,131,2.57,3.1,2.02,low,medium,Very Low,2.563333333333333,2.566,Cardiovascular,high
Hypertension,Candesartan,On Label,RX,118,4.05,4.27,3.44,high,high,Medium,3.92,3.972,Cardiovascular,high
Hypertension,Benazepril,On Label,RX,113,3.57,4.01,3.16,medium,high,Medium,3.58,3.576,Cardiovascular,high
Hypertension,Doxazosin,On Label,RX,103,3.09,4.46,2.81,medium,high,Low,3.453333333333333,3.308,Cardiovascular,high
Hypertension,Olmesartan-Amlodipin-Hcthiazid,On Label,RX,103,4.05,4.25,3.3,high,high,Medium,3.866666666666667,3.94,Cardiovascular,high
Hypertension,Prazosin,On Label,RX,89,3.53,4.06,3.38,medium,high,Medium,3.6566666666666663,3.606,Cardiovascular,high
Hypertension,Valsartan,On Label,RX,88,3.07,3.8,2.6,medium,medium,Low,3.1566666666666663,3.122,Cardiovascular,high
Hypertension,Nifedipine,On Label,RX,85,3.29,3.71,2.63,medium,medium,Low,3.2099999999999995,3.242,Cardiovascular,high
Hypertension,Diltiazem Hcl,On Label,RX,79,2.83,3.88,2.52,low,medium,Low,3.0766666666666667,2.978,Cardiovascular,high
Hypertension,Spironolactone,On Label,RX,79,3.95,4.4,3.25,medium,high,Medium,3.866666666666667,3.9,Cardiovascular,high
Hypertension,Bisoprolol Fumarate,On Label,RX,79,3.1,3.97,2.72,medium,medium,Low,3.2633333333333336,3.198,Cardiovascular,high
Hypertension,Bisoprolol-Hydrochlorothiazide,On Label,RX,77,3.92,4.4,3.52,medium,high,High,3.9466666666666668,3.9360000000000004,Cardiovascular,high
Hypertension,Triamterene-Hydrochlorothiazid,On Label,RX,74,3.83,4.46,3.31,medium,high,Medium,3.8666666666666667,3.852,Cardiovascular,high
Hypertension,Azilsartan Med-Chlorthalidone,On Label,RX,73,3.68,3.84,2.53,medium,medium,Low,3.3499999999999996,3.482,Cardiovascular,high
Hypertension,Chlorthalidone,On Label,RX,70,3.02,3.9,2.25,medium,medium,Low,3.0566666666666666,3.042,Cardiovascular,high
Hypertension,Diltiazem Hcl,On Label,RX,69,2.9,3.83,2.52,low,medium,Low,3.0833333333333335,3.0100000000000002,Cardiovascular,high
Hypertension,Azilsartan Medoxomil,On Label,RX,69,3.84,4.07,2.91,medium,high,Low,3.606666666666667,3.7,Cardiovascular,high
Hypertension,Guanfacine,On Label,RX,67,3.39,3.94,3.16,medium,medium,Medium,3.4966666666666666,3.454,Cardiovascular,high
Hypertension,Atenolol,On Label,RX,67,4.02,4.51,3.51,high,high,High,4.013333333333333,4.016,Cardiovascular,high
Hypertension,Carvedilol Phosphate,On Label,RX,66,2.84,3.61,2.42,low,medium,Low,2.9566666666666666,2.91,Cardiovascular,high
Hypertension,Atenolol-Chlorthalidone,On Label,RX,66,3.98,4.29,3.09,medium,high,Medium,3.7866666666666666,3.864,Cardiovascular,high
Hypertension,Lisinopril,On Label,RX,65,3.55,4.23,2.52,medium,high,Low,3.4333333333333336,3.48,Cardiovascular,high
Hypertension,Nadolol,On Label,RX,59,4.0,4.25,3.44,medium,high,Medium,3.8966666666666665,3.938,Cardiovascular,high
Hypertension,Benazepril-Hydrochlorothiazide,On Label,RX,58,3.76,4.24,3.04,medium,high,Medium,3.6799999999999997,3.712,Cardiovascular,high
Hypertension,Clonidine Hcl,On Label,RX,57,3.32,3.92,2.48,medium,medium,Low,3.24,3.272,Cardiovascular,high
Hypertension,Terazosin,On Label,RX,55,3.24,3.86,2.97,medium,medium,Low,3.356666666666667,3.3100000000000005,Cardiovascular,high
Hypertension,Doxazosin,On Label,RX,55,3.2,3.73,2.83,medium,medium,Low,3.2533333333333334,3.232,Cardiovascular,high
Hypertension,Nifedipine,On Label,RX,54,3.83,4.22,3.02,medium,high,Medium,3.69,3.746,Cardiovascular,high
Hypertension,Amlodipine-Valsartan-Hcthiazid,On Label,RX,54,3.98,4.25,3.32,medium,high,Medium,3.85,3.902,Cardiovascular,high
Hypertension,Nifedipine,On Label,RX,52,3.7,3.93,3.0,medium,medium,Low,3.5433333333333334,3.6060000000000003,Cardiovascular,high
Hypertension,Quinapril,On Label,RX,50,3.64,4.21,3.4,medium,high,Medium,3.75,3.7060000000000004,Cardiovascular,high
Hypertension,Enalapril Maleate,On Label,RX,48,3.78,4.39,3.05,medium,high,Medium,3.7399999999999998,3.756,Cardiovascular,high
Hypertension,Lisinopril-Hydrochlorothiazide,On Label,RX,48,3.77,3.96,2.91,medium,medium,Low,3.546666666666667,3.636,Cardiovascular,high
Hypertension,Felodipine,On Label,RX,48,3.64,4.21,3.12,medium,high,Medium,3.6566666666666663,3.6500000000000004,Cardiovascular,high
Hypertension,Propranolol,On Label,RX,47,4.22,4.72,4.0,high,high,High,4.3133333333333335,4.276,Cardiovascular,high
Hypertension,Quinapril,On Label,RX,45,3.84,4.26,3.58,medium,high,High,3.893333333333333,3.872,Cardiovascular,high
Hypertension,Amlodipine-Atorvastatin,On Label,RX,45,3.56,4.25,3.38,medium,high,Medium,3.7300000000000004,3.6620000000000004,Cardiovascular,high
Hypertension,Diltiazem Hcl,Off Label,RX,45,3.55,3.95,2.7,medium,medium,Low,3.4,3.46,Cardiovascular,high
Hypertension,Torsemide,On Label,RX,43,3.85,4.1,3.1,medium,high,Medium,3.683333333333333,3.75,Cardiovascular,high
Hypertension,Nisoldipine,On Label,RX,40,3.0,3.65,2.48,low,medium,Low,3.0433333333333334,3.026,Cardiovascular,high
Hypertension,Trandolapril-Verapamil,On Label,RX,39,4.26,4.49,3.97,high,high,High,4.24,4.247999999999999,Cardiovascular,high
Hypertension,Triamterene-Hydrochlorothiazid,On Label,RX,38,3.46,4.21,3.18,medium,high,Medium,3.6166666666666667,3.5540000000000003,Cardiovascular,high
Hypertension,Bumetanide,Off Label,RX,34,3.78,4.17,3.61,medium,high,High,3.853333333333333,3.824,Cardiovascular,high
Hypertension,Telmisartan,On Label,RX,33,3.61,3.77,3.16,medium,medium,Medium,3.513333333333333,3.552,Cardiovascular,high
Hypertension,Candesartan-Hydrochlorothiazid,On Label,RX,30,4.34,4.66,4.17,high,high,High,4.39,4.369999999999999,Cardiovascular,high
Hypertension,Minoxidil,On Label,RX,30,3.21,3.54,2.89,medium,medium,Low,3.2133333333333334,3.2119999999999997,Cardiovascular,high
Hypertension,Indapamide,On Label,RX,29,3.43,4.52,2.9,medium,high,Low,3.6166666666666667,3.542,Cardiovascular,high
Hypertension,Trandolapril,On Label,RX,28,4.18,3.91,3.55,high,medium,High,3.8800000000000003,3.9999999999999996,Cardiovascular,high
Hypertension,Perindopril Erbumine,On Label,RX,28,3.22,3.89,2.67,medium,medium,Low,3.2600000000000002,3.2439999999999998,Cardiovascular,high
Hypertension,Metolazone,On Label,RX,27,3.69,4.62,3.31,medium,high,Medium,3.8733333333333335,3.8,Cardiovascular,high
Hypertension,Fosinopril,On Label,RX,27,3.89,4.74,3.59,medium,high,High,4.073333333333333,4.0,Cardiovascular,high
Hypertension,Prazosin,On Label,RX,26,4.0,4.33,3.78,medium,high,High,4.036666666666666,4.022,Cardiovascular,high
Hypertension,Bisoprolol Fumarate,On Label,RX,26,3.76,4.47,3.18,medium,high,Medium,3.8033333333333332,3.786,Cardiovascular,high
Hypertension,Diltiazem Hcl,On Label,RX,25,3.88,4.13,3.06,medium,high,Medium,3.69,3.766,Cardiovascular,high
Hypertension,Hydrochlorothiazide,On Label,RX,25,4.12,4.41,3.94,high,high,High,4.156666666666667,4.142,Cardiovascular,high
Hypertension,Irbesartan-Hydrochlorothiazide,On Label,RX,24,3.38,3.5,2.71,medium,medium,Low,3.1966666666666668,3.2700000000000005,Cardiovascular,high
Hypertension,Bisoprolol-Hydrochlorothiazide,On Label,RX,24,3.35,3.87,2.96,medium,medium,Low,3.393333333333333,3.376,Cardiovascular,high
Hypertension,Lisinopril-Hydrochlorothiazide,On Label,RX,24,3.7,4.22,3.35,medium,high,Medium,3.7566666666666664,3.734,Cardiovascular,high
Hypertension,Diltiazem Hcl,On Label,RX,23,3.26,4.16,2.95,medium,high,Low,3.456666666666667,3.378,Cardiovascular,high
Hypertension,Nifedipine,On Label,RX,23,3.91,4.0,3.18,medium,medium,Medium,3.6966666666666668,3.782,Cardiovascular,high
Hypertension,Methyldopa,On Label,RX,23,3.68,3.59,2.86,medium,medium,Low,3.3766666666666665,3.498,Cardiovascular,high
Hypertension,Benazepril-Hydrochlorothiazide,On Label,RX,22,4.24,4.71,3.29,high,high,Medium,4.079999999999999,4.144,Cardiovascular,high
Hypertension,Nebivolol,On Label,RX,21,4.0,4.29,3.82,medium,high,High,4.036666666666666,4.022,Cardiovascular,high
Hypertension,Clonidine,On Label,RX,21,3.83,4.17,2.67,medium,high,Low,3.5566666666666666,3.6660000000000004,Cardiovascular,high
Hypertension,Eprosartan,On Label,RX,21,4.75,4.92,4.42,high,high,Very High,4.696666666666666,4.718,Cardiovascular,high
Hypertension,Nadolol,On Label,RX,20,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Cardiovascular,high
Hypertension,Metoprolol Ta-Hydrochlorothiaz,On Label,RX,20,4.11,4.22,3.94,high,high,High,4.09,4.098,Cardiovascular,high
Hypertension,Bumetanide,Off Label,RX,20,4.0,4.5,3.63,medium,high,High,4.043333333333333,4.026,Cardiovascular,high
Hypertension,Felodipine,On Label,RX,20,3.95,4.32,3.37,medium,high,Medium,3.8800000000000003,3.908,Cardiovascular,high
Hypertension,Olmesartan,On Label,RX,20,3.89,4.0,3.32,medium,medium,Medium,3.736666666666667,3.7980000000000005,Cardiovascular,high
Hypertension,Telmisartan-Amlodipine,On Label,RX,20,4.4,4.6,4.35,high,high,Very High,4.45,4.43,Cardiovascular,high
Hypertension,Captopril,On Label,RX,19,3.43,3.5,3.07,medium,medium,Medium,3.3333333333333335,3.372,Cardiovascular,high
Hypertension,Isradipine,On Label,RX,19,3.26,4.32,2.63,medium,high,Low,3.4033333333333338,3.346,Cardiovascular,high
Hypertension,Benazepril,On Label,RX,18,3.69,3.75,3.06,medium,medium,Medium,3.5,3.576,Cardiovascular,high
Hypertension,Spironolacton-Hydrochlorothiaz,On Label,RX,18,3.27,3.67,3.0,medium,medium,Low,3.313333333333333,3.296,Cardiovascular,high
Hypertension,Acebutolol,On Label,RX,17,4.0,4.4,4.4,medium,high,Very High,4.266666666666667,4.16,Cardiovascular,medium
Hypertension,Eplerenone,On Label,RX,17,3.5,3.5,3.5,medium,medium,Medium,3.5,3.5000000000000004,Cardiovascular,medium
Hypertension,Enalapril-Hydrochlorothiazide,On Label,RX,17,4.0,4.44,2.75,medium,high,Low,3.7300000000000004,3.838,Cardiovascular,medium
Hypertension,Pindolol,On Label,RX,17,4.18,4.36,3.45,high,high,Medium,3.996666666666666,4.07,Cardiovascular,medium
Hypertension,Nifedipine,On Label,RX,16,3.85,4.15,3.0,medium,high,Low,3.6666666666666665,3.74,Cardiovascular,medium
Hypertension,Diltiazem Hcl,On Label,RX,16,4.0,3.73,3.36,medium,medium,Medium,3.6966666666666668,3.818,Cardiovascular,medium
Hypertension,Diltiazem Hcl,On Label,RX,16,3.44,4.44,3.33,medium,high,Medium,3.736666666666667,3.618,Cardiovascular,medium
Hypertension,Clonidine,On Label,RX,16,4.58,4.75,4.17,high,high,High,4.5,4.532,Cardiovascular,medium
Hypertension,Propranolol,On Label,RX,16,3.86,5.0,3.29,medium,high,Medium,4.05,3.9739999999999998,Cardiovascular,medium
Hypertension,Isradipine,On Label,RX,15,4.29,4.29,3.29,high,high,Medium,3.956666666666667,4.09,Cardiovascular,medium
Hypertension,Torsemide,On Label,RX,15,3.17,3.0,2.67,medium,low,Low,2.9466666666666668,3.0359999999999996,Cardiovascular,medium
Hypertension,Amlodipine-Valsartan,On Label,RX,15,4.0,4.2,3.47,medium,high,Medium,3.89,3.934,Cardiovascular,medium
Hypertension,Diltiazem Hcl,On Label,RX,13,2.2,4.4,2.4,low,high,Low,3.0,2.68,Cardiovascular,medium
Hypertension,Atenolol-Chlorthalidone,On Label,RX,13,3.67,4.42,3.25,medium,high,Medium,3.78,3.7359999999999998,Cardiovascular,medium
Hypertension,Candesartan,On Label,RX,13,4.0,4.27,3.36,medium,high,Medium,3.8766666666666665,3.926,Cardiovascular,medium
Hypertension,Acebutolol,On Label,RX,12,3.5,4.25,4.0,medium,high,High,3.9166666666666665,3.75,Cardiovascular,medium
Hypertension,Ethacrynic Acid,Off Label,RX,12,4.33,4.0,3.0,high,medium,Low,3.776666666666667,3.9979999999999998,Cardiovascular,medium
Hypertension,Clonidine,On Label,RX,12,4.0,3.67,3.5,medium,medium,Medium,3.723333333333333,3.834,Cardiovascular,medium
Hypertension,Atenolol-Chlorthalidone,On Label,RX,12,3.92,4.5,2.67,medium,high,Low,3.6966666666666668,3.7859999999999996,Cardiovascular,medium
Hypertension,Hydralazine,On Label,RX,12,2.0,1.64,1.82,low,low,Very Low,1.82,1.8920000000000001,Cardiovascular,medium
Hypertension,Eplerenone,On Label,RX,12,3.33,4.0,3.11,medium,medium,Medium,3.48,3.42,Cardiovascular,medium
Hypertension,Propranolol-Hydrochlorothiazid,On Label,RX,11,3.57,4.14,3.29,medium,high,Medium,3.6666666666666665,3.6279999999999997,Cardiovascular,medium
Hypertension,Quinapril-Hydrochlorothiazide,On Label,RX,11,4.0,4.22,3.22,medium,high,Medium,3.813333333333333,3.888,Cardiovascular,medium
Hypertension,Metolazone,On Label,RX,11,3.2,3.4,2.2,medium,medium,Low,2.9333333333333336,3.04,Cardiovascular,medium
Hypertension,Clonidine Hcl,Off Label,RX,10,3.67,4.83,3.0,medium,high,Low,3.8333333333333335,3.7680000000000002,Cardiovascular,medium
Hypertension,Telmisartan-Hydrochlorothiazid,On Label,RX,10,3.2,3.1,3.0,medium,medium,Low,3.1,3.14,Cardiovascular,medium
Hypertension,Fosinopril,On Label,RX,9,4.56,4.67,4.22,high,high,High,4.483333333333333,4.514,Cardiovascular,medium
Hypertension,Perindopril Erbumine,On Label,RX,9,4.13,4.25,4.13,high,high,High,4.169999999999999,4.154,Cardiovascular,medium
Hypertension,Betaxolol,On Label,RX,9,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Cardiovascular,medium
Hypertension,Nisoldipine,On Label,RX,9,3.33,4.11,2.67,medium,high,Low,3.3699999999999997,3.354,Cardiovascular,medium
Hypertension,Metoprolol Ta-Hydrochlorothiaz,On Label,RX,8,4.6,4.8,4.4,high,high,Very High,4.6,4.6,Cardiovascular,medium
Hypertension,Diltiazem Hcl,On Label,RX,8,3.6,4.0,3.0,medium,medium,Low,3.533333333333333,3.56,Cardiovascular,medium
Hypertension,Clonidine,On Label,RX,8,4.4,4.6,3.8,high,high,High,4.266666666666667,4.32,Cardiovascular,medium
Hypertension,Verapamil,On Label,RX,8,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Cardiovascular,medium
Hypertension,Metoprolol Su-Hydrochlorothiaz,On Label,RX,8,3.5,3.17,2.5,medium,medium,Low,3.0566666666666666,3.234,Cardiovascular,medium
Hypertension,Telmisartan-Amlodipine,On Label,RX,8,4.14,4.29,4.29,high,high,High,4.239999999999999,4.199999999999999,Cardiovascular,medium
Hypertension,Amlodipine-Atorvastatin,On Label,RX,7,4.0,4.0,3.75,medium,medium,High,3.9166666666666665,3.95,Cardiovascular,medium
Hypertension,Spironolacton-Hydrochlorothiaz,On Label,RX,7,4.17,3.83,2.67,high,medium,Low,3.5566666666666666,3.8019999999999996,Cardiovascular,medium
Hypertension,Triamterene,Off Label,RX,7,3.33,4.0,1.67,medium,medium,Very Low,3.0,3.132,Cardiovascular,medium
Hypertension,Amiloride-Hydrochlorothiazide,On Label,RX,7,2.33,2.33,2.0,low,low,Very Low,2.22,2.264,Cardiovascular,medium
Hypertension,Verapamil,On Label,RX,6,4.0,5.0,4.0,medium,high,High,4.333333333333333,4.2,Cardiovascular,medium
Hypertension,Amiloride-Hydrochlorothiazide,On Label,RX,6,2.67,3.0,2.33,low,low,Low,2.6666666666666665,2.668,Cardiovascular,medium
Hypertension,Labetalol,On Label,RX,6,3.6,4.4,3.4,medium,high,Medium,3.8000000000000003,3.72,Cardiovascular,medium
Hypertension,Trandolapril,On Label,RX,6,4.0,4.17,3.5,medium,high,Medium,3.89,3.934,Cardiovascular,medium
Hypertension,Chlorothiazide,On Label,RX,6,3.8,3.0,3.2,medium,low,Medium,3.3333333333333335,3.52,Cardiovascular,medium
Hypertension,Verapamil,On Label,RX,6,3.67,3.67,3.67,medium,medium,High,3.67,3.67,Cardiovascular,medium
Hypertension,Hydralazine,On Label,RX,6,1.67,1.0,1.0,low,low,Very Low,1.2233333333333334,1.402,Cardiovascular,medium
Hypertension,Nifedipine,On Label,RX,5,4.25,4.5,3.5,high,high,Medium,4.083333333333333,4.1499999999999995,Cardiovascular,medium
Hypertension,Verapamil,On Label,RX,5,4.5,4.5,3.25,high,high,Medium,4.083333333333333,4.25,Cardiovascular,medium
Hypertension,Moexipril,On Label,RX,5,4.0,4.25,3.75,medium,high,High,4.0,4.0,Cardiovascular,medium
Hypertension,Indapamide,On Label,RX,5,3.8,4.6,3.4,medium,high,Medium,3.933333333333333,3.88,Cardiovascular,medium
Hypertension,Hydrochlorothiazide,On Label,RX,5,3.33,3.67,3.0,medium,medium,Low,3.3333333333333335,3.3320000000000003,Cardiovascular,medium
Hypertension,Amlodipine-Olmesartan,On Label,RX,5,3.2,4.2,1.8,medium,high,Very Low,3.066666666666667,3.1199999999999997,Cardiovascular,medium
Hypertension,Quinapril-Hydrochlorothiazide,On Label,RX,5,3.5,4.0,2.25,medium,medium,Low,3.25,3.3500000000000005,Cardiovascular,medium
Hypertension,Diltiazem Hcl,On Label,RX,5,3.67,5.0,3.67,medium,high,High,4.113333333333333,3.936,Cardiovascular,medium
Hypertension,Quinapril-Hydrochlorothiazide,On Label,RX,4,4.5,4.5,4.0,high,high,High,4.333333333333333,4.3999999999999995,Cardiovascular,medium
Hypertension,Moexipril,On Label,RX,4,5.0,3.67,3.67,high,medium,High,4.113333333333333,4.468,Cardiovascular,medium
Hypertension,Verapamil,On Label,RX,4,2.5,4.5,3.0,low,high,Low,3.3333333333333335,3.0,Cardiovascular,medium
Hypertension,Labetalol,On Label,RX,4,3.25,3.5,3.25,medium,medium,Medium,3.3333333333333335,3.3,Cardiovascular,medium
Hypertension,Chlorothiazide,On Label,RX,4,3.0,5.0,3.0,low,high,Low,3.6666666666666665,3.4,Cardiovascular,medium
Hypertension,Enalapril-Hydrochlorothiazide,On Label,RX,4,4.25,4.25,4.25,high,high,High,4.25,4.25,Cardiovascular,medium
Hypertension,Nicardipine,On Label,RX,4,5.0,5.0,4.0,high,high,High,4.666666666666667,4.8,Cardiovascular,medium
Hypertension,Labetalol,On Label,RX,4,3.5,4.25,3.5,medium,high,Medium,3.75,3.6500000000000004,Cardiovascular,medium
Hypertension,Captopril-Hydrochlorothiazide,On Label,RX,4,3.67,4.0,3.67,medium,medium,High,3.78,3.7359999999999998,Cardiovascular,medium
Hypertension,Captopril,On Label,RX,3,2.33,3.33,2.33,low,medium,Low,2.6633333333333336,2.5300000000000002,Cardiovascular,medium
Hypertension,Fosinopril-Hydrochlorothiazide,On Label,RX,3,1.5,2.0,1.0,low,low,Very Low,1.5,1.4999999999999998,Cardiovascular,medium
Hypertension,Amlodipine-Valsartan-Hcthiazid,On Label,RX,3,3.5,4.0,3.5,medium,medium,Medium,3.6666666666666665,3.6000000000000005,Cardiovascular,medium
Hypertension,Isradipine,On Label,RX,3,2.67,4.0,2.67,low,medium,Low,3.1133333333333333,2.936,Cardiovascular,medium
Hypertension,Atenolol,On Label,RX,3,3.67,5.0,3.67,medium,high,High,4.113333333333333,3.936,Cardiovascular,medium
Hypertension,Olmesartan-Amlodipin-Hcthiazid,On Label,RX,3,3.67,5.0,3.67,medium,high,High,4.113333333333333,3.936,Cardiovascular,medium
Hypertension,Hydrochlorothiazide,On Label,RX,2,3.0,4.0,2.0,low,medium,Very Low,3.0,2.9999999999999996,Cardiovascular,low
Hypertension,"Triamterene-Hydrochlorothiazid, Trichlormethiazide",On Label,RX,2,2.0,1.0,1.0,low,low,Very Low,1.3333333333333333,1.5999999999999999,Cardiovascular,low
Hypertension,Triamterene-Hydrochlorothiazid,On Label,RX,2,3.0,5.0,3.0,low,high,Low,3.6666666666666665,3.4,Cardiovascular,low
Hypertension,Hydrochlorothiazide,On Label,RX,2,3.0,5.0,2.0,low,high,Very Low,3.3333333333333335,3.1999999999999997,Cardiovascular,low
Hypertension,Pindolol,On Label,RX,2,5.0,1.0,1.0,high,low,Very Low,2.3333333333333335,3.4000000000000004,Cardiovascular,low
Hypertension,Chlorthalidone,On Label,RX,2,1.0,5.0,1.0,low,high,Very Low,2.3333333333333335,1.8,Cardiovascular,low
Hypertension,Furosemide,On Label,RX,2,2.0,5.0,1.0,low,high,Very Low,2.6666666666666665,2.4000000000000004,Cardiovascular,low
Hypertension,Azilsartan Med-Chlorthalidone,On Label,RX,2,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Cardiovascular,low
Hypertension,Diltiazem Hcl,On Label,RX,2,4.0,4.0,2.0,medium,medium,Very Low,3.3333333333333335,3.6,Cardiovascular,low
Hypertension,Nicardipine,On Label,RX,2,1.0,1.0,1.0,low,low,Very Low,1.0,1.0,Cardiovascular,low
Hypertension,Candesartan-Hydrochlorothiazid,On Label,RX,2,4.5,4.5,4.5,high,high,Very High,4.5,4.5,Cardiovascular,low
Hypertension,Timolol Maleate,On Label,RX,2,3.0,3.0,3.0,low,low,Low,3.0,3.0,Cardiovascular,low
Hypertension,Azilsartan Medoxomil,On Label,RX,2,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Cardiovascular,low
Hypertension,Betaxolol,On Label,RX,2,4.0,4.0,4.0,medium,medium,High,4.0,4.0,Cardiovascular,low
Hypertension,Methyldopa-Hydrochlorothiazide,On Label,RX,1,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Cardiovascular,low
Hypertension,Propranolol,On Label,RX,1,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Cardiovascular,low
Hypertension,Hydrochlorothiazide,On Label,RX,1,5.0,5.0,4.0,high,high,High,4.666666666666667,4.8,Cardiovascular,low
Hypertension,Hydrochlorothiazide,On Label,RX,1,1.0,1.0,1.0,low,low,Very Low,1.0,1.0,Cardiovascular,low
Hypertension,Propranolol,On Label,RX,1,4.0,4.0,5.0,medium,medium,Very High,4.333333333333333,4.2,Cardiovascular,low
Hypertension,Hydrochlorothiazide,On Label,RX,1,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Cardiovascular,low
Hypertension,Spironolacton-Hydrochlorothiaz,On Label,RX,1,1.0,4.0,1.0,low,medium,Very Low,2.0,1.5999999999999999,Cardiovascular,low
Hypertension,Furosemide,On Label,RX,1,2.0,2.0,2.0,low,low,Very Low,2.0,2.0,Cardiovascular,low
Hypertension,Trandolapril-Verapamil,On Label,RX,1,4.0,5.0,4.0,medium,high,High,4.333333333333333,4.2,Cardiovascular,low
Hypertension,Triamterene-Hydrochlorothiazid,On Label,RX,1,2.0,1.0,1.0,low,low,Very Low,1.3333333333333333,1.5999999999999999,Cardiovascular,low
Hypertension,Propranolol-Hydrochlorothiazid,On Label,RX,1,2.0,4.0,1.0,low,medium,Very Low,2.3333333333333335,2.2,Cardiovascular,low
Hypertension,Spironolacton-Hydrochlorothiaz,On Label,RX,1,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Cardiovascular,low
Hypertension,Eprosartan,On Label,RX,1,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Cardiovascular,low
Hypertension,Perindopril-Amlodipine,On Label,RX,1,5.0,5.0,4.0,high,high,High,4.666666666666667,4.8,Cardiovascular,low
Hypertension,Methyldopa-Hydrochlorothiazide,On Label,RX,1,4.0,5.0,3.0,medium,high,Low,4.0,4.0,Cardiovascular,low
Hypertension,Chlorthalidone,On Label,RX,1,4.0,4.0,4.0,medium,medium,High,4.0,4.0,Cardiovascular,low
Impetigo,Cefuroxime Axetil,On Label,RX,156,3.15,3.06,2.33,medium,medium,Low,2.8466666666666662,2.968,Infectious Disease,high
Impetigo,Cefuroxime Axetil,On Label,RX,97,3.23,3.62,2.85,medium,medium,Low,3.233333333333333,3.232,Infectious Disease,high
Impetigo,"Mupirocin Calcium, Mupirocin",On Label,RX,60,3.86,4.55,3.79,medium,high,High,4.066666666666666,3.984,Infectious Disease,high
Impetigo,Mupirocin,On Label,RX,52,3.91,4.36,3.09,medium,high,Medium,3.7866666666666666,3.836,Infectious Disease,high
Impetigo,Retapamulin,On Label,RX,28,3.88,4.19,3.81,medium,high,High,3.9600000000000004,3.928,Infectious Disease,high
Impetigo,Retapamulin,On Label,RX,1,4.0,4.0,4.0,medium,medium,High,4.0,4.0,Infectious Disease,low
Impetigo,Mupirocin,On Label,RX,1,1.0,4.0,1.0,low,medium,Very Low,2.0,1.5999999999999999,Infectious Disease,low
Infantile Autism,Risperidone,On Label,RX,455,2.87,3.28,2.41,low,medium,Low,2.8533333333333335,2.8600000000000003,Developmental,high
Infantile Autism,Risperidone,On Label,RX,197,2.97,3.72,2.52,low,medium,Low,3.0700000000000003,3.0300000000000002,Developmental,high
Infantile Autism,Paliperidone,Off Label,RX,168,3.96,4.37,3.65,medium,high,High,3.9933333333333336,3.98,Developmental,high
Infantile Autism,Aripiprazole,On Label,RX,53,3.0,4.06,2.88,low,high,Low,3.313333333333333,3.1879999999999997,Developmental,high
